"LOAN_ID","MEMBER_ID","LOAN_AMOUNT","FUNDED_AMOUNT","TERM","INTEREST_RATE","EXPECTED_DEFAULT_RATE","SERVICE_FEE_RATE","INSTALLMENT","GRADE","SUBGRADE","EMPLOYMENT_LENGTH","HOME_OWNERSHIP","ANNUAL_INCOME","ANNUAL_INCOME_VERIFIED","ACCEPTED_DATE","EXPIRATION_DATE","LISTING_DATE","CREDIT_PULL_DATE","REVIEW_STATUS_DATE","REVIEW_STATUS","DESCRIPTION","PURPOSE","ADDRESS_ZIP","ADDRESS_STATE","INVESTOR_COUNT","INITIAL_LIST_STATUS","EMP_TITLE","INITIAL_LIST_STATUS_EXPIRE_DATE","ACCOUNTS_NOW_DELINQUENT","ACCOUNTS_OPEN_IN_PAST_24_MTHS","BANK_CARDS_AMOUNT_OPEN_TO_BUY","BANK_CARDS_UTILIZATION_RATIO","DEBT_TO_INCOME_RATIO","DELINQUENCIES_IN_LAST_2_YEARS","DELINQUENT_AMOUNT","EARLIEST_CREDIT_LINE_DATE","FICO_RANGE_LOW","FICO_RANGE_HIGH","INQUIRIES_IN_LAST_6_MONTHS","MONTHS_SINCE_LAST_DELINQUENCY","MONTHS_SINCE_LAST_RECORD","MONTHS_SINCE_LAST_INQUIRY","MONTHS_SINCE_RECENT_REVOLVING_DELINQUENCY","MONTHS_SINCE_RECENT_BANK_CARD","MORTGAGE_ACCOUNTS","OPEN_ACCOUNTS","PUBLIC_RECORDS","TOTAL_BALANCE_EXCLUDING_MORTGAGE","REVOLVING_BALANCE","REVOLVING_UTILIZATION","TOTAL_BANK_CARD_LIMIT","TOTAL_ACCOUNTS","TOTAL_IL_HIGH_CREDIT_LIMIT","NUM_REV_ACCTS","MTHS_SINCE_RECENT_BC_DLQ","PUB_REC_BANKRUPTCIES","NUM_ACCTS_EVER_120_PPD","CHARGEOFF_WITHIN_12_MTHS","COLLECTIONS_12_MTHS_EXMED","TAX_LIENS","MTHS_SINCE_LAST_MAJOR_DEROG","NUM_STATS","NUM_TL_OP_PAST_12_M","MO_SIN_RCNT_TL","TO_HI_CRED_LIM","TO_CUR_BAL","AVG_CUR_BAL","NUM_BC_TL","NUM_ACTV_BC_TL","NUM_BC_STATS","PCT_TL_NVR_DLQ","NUM_TL_90_G_DPD_24_M","NUM_TL_30_DPD","NUM_TL_120_DPD_2_M","NUM_IL_TL","MO_SIN_OLD_IL_ACCT","NUM_ACTV_REV_TL","MO_SIN_OLD_REV_TL_OP","MO_SIN_RCNT_REV_TL_OP","TOTAL_REV_HI_LIM","NUM_REV_TL_BAL_GT0","NUM_OP_REV_TL","TOT_COLL_AMT","PERCENT_OF_BANK_CARDS_OVER_75_PERCENT_UTIL"
"41151599","44027449","8000.0","5625.0","36","8.18","2.2","0.85","251.36","B","B1","84","RENT","70000.0","NOT_VERIFIED","2015-02-13T20:17:37.000-08:00","2015-02-27T20:20:45.000-08:00","2015-02-14T06:00:00.000-08:00","2015-02-13T20:06:59.000-08:00","","NOT_APPROVED","","debt_consolidation","928xx","CA","0","F","Foreman ","2015-02-14T06:00:00.000-08:00","0","2","2129","77.1","10.3","0","0.0","2011-01-13T16:00:00.000-08:00","690","694","0","","","19","","9","0","6","0","22950","7171.0","66.4","9300","6","26479","5","","0","0","0","0","0","","6","2","9","37279","22950","3825","4","4","4","100","0","0","0","1","35","4","49","9","10800","4","5","0","75.0"
"40951167","43826974","4500.0","2050.0","36","6.68","1.5","0.78","138.29","A","A3","36","MORTGAGE","54000.0","NOT_VERIFIED","2015-02-14T11:32:55.000-08:00","2015-02-28T11:40:47.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T11:31:39.000-08:00","","NOT_APPROVED","","credit_card","851xx","AZ","0","F","Account Manager","2015-02-14T14:00:00.000-08:00","0","3","3726","53.4","21.56","0","0.0","1999-10-13T17:00:00.000-07:00","770","774","0","","","","","68","3","7","0","37615","4274.0","53.4","8000","26","45626","15","","0","0","0","0","0","","7","2","5","266733","229325","45865","6","1","3","100","0","0","0","8","176","1","184","62","8000","1","3","0","0.0"
"41020196","43895978","8000.0","5475.0","36","9.99","3.55","0.85","258.1","B","B3","24","RENT","48500.0","NOT_VERIFIED","2015-02-12T14:08:18.000-08:00","2015-02-26T14:17:05.000-08:00","2015-02-12T18:00:00.000-08:00","2015-02-10T14:18:21.000-08:00","","NOT_APPROVED","","debt_consolidation","295xx","SC","0","W","Chief Engineer","2015-02-13T06:00:00.000-08:00","0","4","2232","84.6","30.61","0","0.0","1996-09-09T17:00:00.000-07:00","685","689","1","36","","4","36","4","0","7","0","44883","12268.0","73.9","14500","22","41241","14","36","0","1","0","0","0","68","7","1","4","57841","44883","6412","10","4","4","81","0","0","0","8","122","4","221","4","16600","4","5","0","75.0"
"41031249","43907061","4000.0","1425.0","36","6.92","1.7","0.78","123.37","A","A4","12","OWN","46000.0","NOT_VERIFIED","2015-02-14T16:59:08.000-08:00","2015-02-28T17:02:21.000-08:00","2015-02-14T18:00:00.000-08:00","2015-02-14T16:57:52.000-08:00","","NOT_APPROVED","","credit_card","606xx","IL","0","F","Painter","2015-02-14T18:00:00.000-08:00","0","10","16111","43.9","18.65","0","0.0","1994-10-14T17:00:00.000-07:00","720","724","0","36","","9","","10","7","19","0","23604","13369.0","35.2","28700","28","12530","16","","0","0","0","0","0","","19","3","9","320348","266221","14790","10","7","9","92","0","0","0","1","77","11","244","9","38000","11","14","0","44.4"
"41061834","43937647","4000.0","1425.0","36","7.89","2.15","0.78","125.15","A","A5","0","OWN","25000.0","NOT_VERIFIED","2015-02-14T16:59:44.000-08:00","2015-02-28T17:04:41.000-08:00","2015-02-14T18:00:00.000-08:00","2015-02-14T16:58:27.000-08:00","","NOT_APPROVED","","credit_card","740xx","OK","0","F","","2015-02-14T18:00:00.000-08:00","0","2","4140","44.8","23.81","0","0.0","1985-07-14T17:00:00.000-07:00","710","714","1","","112","0","","24","0","4","1","25633","3360.0","33.6","7500","10","26776","8","","1","0","0","0","0","","4","0","14","36776","25633","6408","5","2","2","100","0","0","0","2","190","2","355","24","10000","2","3","0","0.0"
"40940719","43816523","25000.0","22425.0","36","8.18","2.2","0.85","785.49","B","B1","120","MORTGAGE","109000.0","NOT_VERIFIED","2015-02-12T11:25:23.000-08:00","2015-02-26T11:28:11.000-08:00","2015-02-12T14:00:00.000-08:00","2015-02-12T11:24:56.000-08:00","2015-02-13T15:50:10.000-08:00","APPROVED","","debt_consolidation","220xx","VA","0","F","Dsisaster Preparedness Manager","2015-02-12T14:00:00.000-08:00","0","6","20218","66.1","13.03","0","0.0","1989-03-11T16:00:00.000-08:00","720","724","0","59","","7","","13","6","15","0","98271","39529.0","63.6","59700","27","60491","12","","0","0","0","0","0","","15","1","7","793171","695316","46354","10","6","7","92","0","0","0","9","150","7","311","13","62200","7","8","0","28.6"
"40970528","43846318","6600.0","4025.0","36","6.68","1.5","0.78","202.83","A","A3","120","OWN","36212.0","NOT_VERIFIED","2015-02-12T10:49:10.000-08:00","2015-02-26T10:51:51.000-08:00","2015-02-12T14:00:00.000-08:00","2015-02-12T10:44:31.000-08:00","2015-02-14T16:15:16.000-08:00","APPROVED","","debt_consolidation","917xx","CA","0","F","customer service","2015-02-12T14:00:00.000-08:00","0","4","12442","42.7","24.63","0","0.0","1996-08-11T17:00:00.000-07:00","730","734","0","35","","13","35","20","3","13","0","34207","12071.0","38.0","21700","24","26757","17","","0","0","0","0","0","","13","0","13","208557","163197","13600","10","3","5","95","0","0","0","4","103","7","205","20","31800","7","10","0","20.0"
"40981286","43857098","15000.0","12375.0","36","11.53","4.6","0.85","494.86","B","B5","84","MORTGAGE","45000.0","NOT_VERIFIED","2015-02-14T07:26:59.000-08:00","2015-02-28T07:31:08.000-08:00","2015-02-14T10:00:00.000-08:00","2015-02-12T19:54:51.000-08:00","","NOT_APPROVED","","debt_consolidation","435xx","OH","0","F","Purchasing","2015-02-14T10:00:00.000-08:00","0","8","23826","26.9","21.71","0","0.0","1996-10-12T17:00:00.000-07:00","755","759","2","","","1","","6","1","11","0","75835","8774.0","16.6","32600","35","69992","16","","0","0","0","0","0","","11","5","6","194816","144029","13094","11","4","4","100","0","0","0","18","220","4","161","6","52700","4","7","0","0.0"
"40931671","43807491","9600.0","6900.0","36","9.17","3.0","0.85","306.04","B","B2","0","RENT","25000.0","NOT_VERIFIED","2015-02-12T18:20:18.000-08:00","2015-02-26T18:42:37.000-08:00","2015-02-13T06:00:00.000-08:00","2015-02-12T18:18:35.000-08:00","2015-02-12T18:42:51.000-08:00","APPROVED","","debt_consolidation","945xx","CA","0","F","Aquarist","2015-02-13T06:00:00.000-08:00","0","1","5580","68.1","12.91","0","0.0","2005-08-12T17:00:00.000-07:00","705","709","0","","","","","5","0","3","0","11920","11920.0","68.1","17500","4","0","4","","0","0","0","0","0","","3","1","5","17500","11920","3973","4","3","3","100","0","0","0","0","","3","114","5","17500","3","3","0","33.3"
"41081277","43957104","17000.0","14250.0","60","13.33","4.52","0.58","389.69","C","C3","120","MORTGAGE","48000.0","NOT_VERIFIED","2015-02-14T16:53:18.000-08:00","2015-02-28T17:03:27.000-08:00","2015-02-14T18:00:00.000-08:00","2015-02-14T16:48:19.000-08:00","","NOT_APPROVED","","credit_card","857xx","AZ","0","F","Litigation Clerk Level II","2015-02-14T18:00:00.000-08:00","0","3","3009","79.9","13.95","0","0.0","1998-06-14T17:00:00.000-07:00","670","674","0","45","","3","","12","3","9","0","20824","20609.0","71.3","15000","24","1000","18","","0","1","0","0","0","45","9","1","12","29900","20824","2314","6","3","3","95","0","0","0","3","138","5","200","12","28900","5","8","0","66.7"
"41160621","44036400","16000.0","13250.0","36","9.99","3.55","0.85","516.2","B","B3","12","RENT","78500.0","SOURCE_VERIFIED","2015-02-12T19:44:59.000-08:00","2015-02-26T20:04:48.000-08:00","2015-02-13T06:00:00.000-08:00","2015-02-12T05:42:00.000-08:00","","NOT_APPROVED","","home_improvement","330xx","FL","0","F","REGISTERED NURSE","2015-02-13T06:00:00.000-08:00","0","8","34179","23.0","4.94","0","0.0","1998-12-11T16:00:00.000-08:00","715","719","1","71","","5","","5","2","16","0","30282","11756.0","21.8","44400","28","21000","16","","0","1","0","0","0","71","16","3","5","74900","30282","2019","10","3","8","96","0","0","0","9","123","6","194","5","53900","6","12","0","12.5"
"41000935","43876724","6500.0","3725.0","36","7.89","2.15","0.78","203.36","A","A5","96","RENT","50000.0","NOT_VERIFIED","2015-02-13T18:25:40.000-08:00","2015-02-27T18:31:12.000-08:00","2015-02-14T06:00:00.000-08:00","2015-02-13T18:24:48.000-08:00","","NOT_APPROVED","","debt_consolidation","919xx","CA","0","F","Warehouse","2015-02-14T06:00:00.000-08:00","0","5","11282","16.4","25.42","0","0.0","2004-09-13T17:00:00.000-07:00","675","679","0","75","","9","","10","0","10","0","13859","6582.0","25.1","13500","28","14650","25","","0","1","0","0","0","75","10","3","2","40850","13859","1386","16","1","5","96","0","0","0","3","102","3","125","2","26200","3","9","628","20.0"
"41031134","43906941","20000.0","17225.0","36","6.92","1.7","0.78","616.82","A","A4","120","MORTGAGE","140000.0","NOT_VERIFIED","2015-02-14T07:43:29.000-08:00","2015-02-28T07:50:16.000-08:00","2015-02-14T10:00:00.000-08:00","2015-02-14T07:40:48.000-08:00","","NOT_APPROVED","","credit_card","282xx","NC","0","F","President","2015-02-14T10:00:00.000-08:00","0","5","780","96.7","15.37","0","0.0","1984-06-13T17:00:00.000-07:00","690","694","0","64","","7","","20","4","9","0","70496","23621.0","76.0","23400","23","78464","10","","0","1","0","0","0","64","9","1","7","350269","303508","33723","4","3","3","95","0","0","0","8","149","4","368","7","31100","4","5","0","100.0"
"41021219","43897075","11000.0","8200.0","36","11.53","4.6","0.85","362.9","B","B5","0","RENT","43000.0","NOT_VERIFIED","2015-02-13T16:25:41.000-08:00","2015-02-27T16:40:13.000-08:00","2015-02-13T18:00:00.000-08:00","2015-02-13T16:21:44.000-08:00","","NOT_APPROVED","","debt_consolidation","100xx","NY","0","F","","2015-02-13T18:00:00.000-08:00","0","3","1850","84.8","17.78","0","0.0","2002-04-13T17:00:00.000-07:00","665","669","0","","","7","","7","0","7","0","16005","11519.0","80.0","12200","12","5000","10","","0","0","0","0","0","","7","2","7","19400","16005","2286","9","4","5","100","0","0","0","2","44","5","154","7","14400","5","6","0","80.0"
"41021369","43897232","5000.0","2200.0","36","10.99","4.3","0.85","163.67","B","B4","48","MORTGAGE","31000.0","NOT_VERIFIED","2015-02-14T12:02:01.000-08:00","2015-02-28T13:01:37.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T11:55:08.000-08:00","","NOT_APPROVED","","home_improvement","716xx","AR","0","F","Weatherization Tech.","2015-02-14T14:00:00.000-08:00","0","4","3061","28.8","30.97","1","0.0","1997-07-13T17:00:00.000-07:00","670","674","0","3","56","9","3","9","0","7","2","36043","5730.0","33.1","4300","8","37790","7","","0","0","0","0","0","","7","2","9","55090","36043","5149","2","1","2","87","0","0","0","1","20","4","211","9","17300","4","6","503","50.0"
"40940680","43816481","15000.0","12200.0","36","11.53","4.6","0.85","494.86","B","B5","120","MORTGAGE","99000.0","NOT_VERIFIED","2015-02-12T10:12:35.000-08:00","2015-02-26T10:17:12.000-08:00","2015-02-12T14:00:00.000-08:00","2015-02-12T10:08:18.000-08:00","","NOT_APPROVED","","debt_consolidation","996xx","AK","0","F","Manager","2015-02-12T14:00:00.000-08:00","0","6","293","93.9","17.99","0","0.0","1999-12-11T16:00:00.000-08:00","680","684","2","44","","3","","38","3","14","0","52635","28114.0","89.8","4800","32","35050","15","","0","1","0","0","0","","14","3","8","256350","236378","16884","6","4","4","93","0","0","0","14","138","12","182","8","31300","12","12","0","100.0"
"40941004","43816820","10200.0","7375.0","60","10.99","4.43","0.53","221.73","B","B4","36","RENT","60000.0","NOT_VERIFIED","2015-02-13T10:14:28.000-08:00","2015-02-27T10:18:29.000-08:00","2015-02-13T14:00:00.000-08:00","2015-02-13T10:09:05.000-08:00","","NOT_APPROVED","","credit_card","972xx","OR","0","F","Program Support Coordinator","2015-02-13T14:00:00.000-08:00","0","1","0","100.3","14.52","0","0.0","2001-10-12T17:00:00.000-07:00","710","714","0","","","14","","16","0","5","0","29107","17246.0","100.3","17200","13","22887","8","","0","0","0","0","0","","5","0","16","40087","29107","5821","7","3","3","100","0","0","0","5","160","3","139","16","17200","3","3","0","100.0"
"41011506","43887318","8000.0","5175.0","36","6.68","1.5","0.78","245.85","A","A3","0","RENT","55000.0","NOT_VERIFIED","2015-02-12T10:49:08.000-08:00","2015-02-26T10:54:39.000-08:00","2015-02-12T14:00:00.000-08:00","2015-02-12T10:42:08.000-08:00","","NOT_APPROVED","","major_purchase","630xx","MO","0","F","Financial analyst ","2015-02-12T14:00:00.000-08:00","0","2","10254","55.6","24.22","0","0.0","2003-09-11T17:00:00.000-07:00","670","674","0","","","13","","33","0","7","0","68018","12846.0","54.4","23100","31","54416","17","","0","0","0","0","0","","7","1","8","78016","68018","9717","14","2","3","100","0","0","0","14","137","2","113","30","23600","2","4","0","33.3"
"40950828","43826618","34675.0","31850.0","36","10.99","4.3","0.85","1135.06","B","B4","0","MORTGAGE","137000.0","NOT_VERIFIED","2015-02-12T18:28:56.000-08:00","2015-02-26T18:35:06.000-08:00","2015-02-13T06:00:00.000-08:00","2015-02-12T15:02:09.000-08:00","2015-02-12T18:35:41.000-08:00","APPROVED","","debt_consolidation","070xx","NJ","0","F","Sr. Business Analyst","2015-02-13T06:00:00.000-08:00","0","0","0","100.6","13.65","0","0.0","1988-04-11T17:00:00.000-07:00","700","704","0","68","","4","","34","6","15","0","55568","33350.0","88.7","26100","29","36767","14","","0","0","0","0","0","","15","0","26","553367","484367","37259","9","5","7","96","0","0","0","7","127","9","229","26","37600","9","12","0","83.3"
"41071106","43946926","10000.0","7150.0","36","9.17","3.0","0.85","318.79","B","B2","96","RENT","63000.0","NOT_VERIFIED","2015-02-12T12:33:59.000-08:00","2015-02-26T12:43:10.000-08:00","2015-02-12T14:00:00.000-08:00","2015-02-12T12:32:59.000-08:00","2015-02-12T12:43:24.000-08:00","APPROVED","","debt_consolidation","606xx","IL","0","F","Investigator","2015-02-12T14:00:00.000-08:00","0","2","418","85.1","24.22","0","0.0","1993-07-11T17:00:00.000-07:00","660","664","0","25","","7","25","41","0","16","0","81484","4016.0","23.1","2800","36","99762","19","25","0","3","0","0","0","25","16","2","7","117162","81484","5820","6","2","2","77","0","0","0","14","123","7","259","7","17400","7","12","6656","100.0"
"41020954","43896792","9000.0","6150.0","36","7.89","2.15","0.78","281.58","A","A5","36","MORTGAGE","71000.0","NOT_VERIFIED","2015-02-12T19:43:20.000-08:00","2015-02-26T19:48:56.000-08:00","2015-02-13T06:00:00.000-08:00","2015-02-12T19:42:31.000-08:00","2015-02-12T19:50:33.000-08:00","APPROVED","","credit_card","277xx","NC","0","F","Asst sales manager","2015-02-13T06:00:00.000-08:00","0","5","542","94.2","9.67","0","0.0","2005-10-12T17:00:00.000-07:00","690","694","1","","","0","","53","1","6","0","57949","10192.0","68.9","9300","19","48274","3","","0","0","0","0","0","","6","4","4","225085","218732","36455","1","1","1","100","0","0","0","15","112","3","53","5","14800","3","3","0","100.0"
"41049685","43925432","10000.0","7125.0","36","7.89","2.15","0.78","312.86","A","A5","0","MORTGAGE","90000.0","NOT_VERIFIED","2015-02-13T11:21:11.000-08:00","2015-02-27T11:28:14.000-08:00","2015-02-13T14:00:00.000-08:00","2015-02-09T09:28:31.000-08:00","","NOT_APPROVED","","debt_consolidation","782xx","TX","0","F","Explosive detection dog handler","2015-02-13T14:00:00.000-08:00","0","3","6044","59.7","17.33","0","0.0","2003-01-08T16:00:00.000-08:00","755","759","0","","","","","26","5","8","0","44003","10674.0","39.5","15000","35","53474","14","","0","0","0","0","0","","8","2","4","259014","214648","30664","5","1","1","100","0","0","0","16","127","3","145","4","27000","3","4","0","0.0"
"40941108","43816931","9875.0","6950.0","36","11.53","4.6","0.85","325.78","B","B5","36","MORTGAGE","24500.0","NOT_VERIFIED","2015-02-13T22:43:35.000-08:00","2015-02-27T22:46:56.000-08:00","2015-02-14T06:00:00.000-08:00","2015-02-13T21:56:33.000-08:00","","NOT_APPROVED","","debt_consolidation","890xx","NV","0","F","3rd key","2015-02-14T06:00:00.000-08:00","0","9","1807","35.5","6.22","0","0.0","2000-01-13T16:00:00.000-08:00","665","669","2","53","54","2","","2","4","11","1","4071","4071.0","21.2","2800","36","0","26","","1","0","0","0","0","53","11","4","2","182097","159929","14539","13","2","2","96","0","0","0","5","157","4","181","2","19200","4","10","268","0.0"
"40361862","43226636","10975.0","8025.0","60","17.86","8.1","0.61","277.86","D","D5","48","RENT","50000.0","NOT_VERIFIED","2015-02-13T18:53:46.000-08:00","2015-02-27T19:00:42.000-08:00","2015-02-14T06:00:00.000-08:00","2015-02-13T18:51:03.000-08:00","2015-02-13T19:16:13.000-08:00","APPROVED","","debt_consolidation","100xx","NY","0","F","Payroll Coordinator ","2015-02-14T06:00:00.000-08:00","0","3","3002","82.3","33.91","0","0.0","1999-03-13T16:00:00.000-08:00","665","669","0","39","14","15","50","90","0","19","2","36855","16062.0","68.3","17000","36","25048","26","50","0","1","0","0","2","50","19","1","7","48548","36855","1940","20","10","11","83","0","0","0","10","124","13","191","19","23500","13","16","0","54.5"
"41092257","43968091","25000.0","22000.0","60","13.33","4.52","0.58","573.06","C","C3","84","OWN","77126.4","NOT_VERIFIED","2015-02-14T11:32:15.000-08:00","2015-02-28T11:38:57.000-08:00","2015-02-14T14:00:00.000-08:00","2015-02-14T11:31:05.000-08:00","","NOT_APPROVED","","debt_consolidation","615xx","IL","0","F","Civil Engineer and Land Surveyor","2015-02-14T14:00:00.000-08:00","0","1","2886","90.1","22.56","1","0.0","1992-02-13T16:00:00.000-08:00","700","704","0","23","","8","23","50","0","9","0","65355","26314.0","74.3","29200","20","49241","16","","0","0","0","0","0","","9","0","13","84641","65355","9336","5","3","3","95","0","0","0","4","175","3","276","31","35400","3","8","0","100.0"
"41169808","44045520","10000.0","7000.0","60","18.84","8.2","0.66","258.53","E","E2","120","OWN","65000.0","NOT_VERIFIED","2015-02-14T14:51:33.000-08:00","2015-02-28T15:01:19.000-08:00","2015-02-14T18:00:00.000-08:00","2015-02-10T04:45:40.000-08:00","","NOT_APPROVED","","home_improvement","636xx","MO","0","F","master electrician","2015-02-14T18:00:00.000-08:00","0","8","3640","20.9","17.55","0","0.0","2003-12-09T16:00:00.000-08:00","685","689","3","52","","0","","3","0","10","0","36747","960.0","20.9","4600","18","40510","7","","0","1","0","0","0","52","10","5","2","45781","36747","3675","7","5","6","94","0","0","0","10","134","5","92","3","4600","5","6","13414","0.0"
"41142429","44018313","7500.0","4475.0","36","11.53","4.6","0.85","247.43","B","B5","84","RENT","40000.0","NOT_VERIFIED","2015-02-14T13:41:20.000-08:00","2015-02-28T13:56:06.000-08:00","2015-02-14T18:00:00.000-08:00","2015-02-14T13:39:28.000-08:00","","NOT_APPROVED","","debt_consolidation","221xx","VA","0","F","Vice president","2015-02-14T18:00:00.000-08:00","0","3","2407","53.7","4.84","0","0.0","1995-12-13T16:00:00.000-08:00","685","689","1","74","79","6","74","20","0","9","1","4342","3133.0","40.7","5200","11","0","10","74","0","1","0","0","0","74","9","1","6","8909","4342","620","7","3","5","90","0","0","0","0","","5","149","6","7700","5","8","0","66.7"
"41031242","43907053","5000.0","1925.0","36","12.29","5.0","0.96","166.77","C","C1","24","RENT","104000.0","NOT_VERIFIED","2015-02-14T16:43:49.000-08:00","2015-02-28T16:47:04.000-08:00","2015-02-14T18:00:00.000-08:00","2015-02-14T16:42:01.000-08:00","2015-02-14T16:47:22.000-08:00","APPROVED","","moving","917xx","CA","0","F","Area Human Resource Manager","2015-02-14T18:00:00.000-08:00","0","4","2377","85.9","15.06","2","0.0","1994-06-14T17:00:00.000-07:00","670","674","1","6","","3","6","23","4","7","0","25294","14567.0","81.4","16900","27","22388","14","6","0","2","0","0","0","23","7","1","3","40288","25294","3613","8","3","4","85","1","0","0","9","164","4","248","23","17900","4","5","0","50.0"
"40921867","43797681","15000.0","11900.0","36","10.99","4.3","0.85","491.01","B","B4","0","OWN","60000.0","NOT_VERIFIED","2015-02-13T15:03:13.000-08:00","2015-02-27T15:08:37.000-08:00","2015-02-13T18:00:00.000-08:00","2015-02-13T15:02:44.000-08:00","","NOT_APPROVED","","small_business","756xx","TX","0","F","","2015-02-13T18:00:00.000-08:00","0","7","70503","10.8","3.52","0","0.0","1997-12-12T16:00:00.000-08:00","780","784","0","","","20","","8","3","14","0","8497","8497.0","10.0","79000","28","0","25","","0","0","0","0","0","","14","2","8","223200","137732","9838","17","2","11","100","0","0","0","0","","2","206","8","85200","2","13","0","9.1"
"40921758","43797568","7200.0","4100.0","36","7.89","2.15","0.78","225.26","A","A5","60","RENT","115000.0","NOT_VERIFIED","2015-02-13T05:55:21.000-08:00","2015-02-27T06:01:32.000-08:00","2015-02-13T10:00:00.000-08:00","2015-02-13T05:16:35.000-08:00","2015-02-13T06:31:03.000-08:00","APPROVED","","debt_consolidation","952xx","CA","0","F","Respiratory therapist","2015-02-13T10:00:00.000-08:00","0","10","8353","24.1","23.27","0","0.0","2000-11-12T16:00:00.000-08:00","715","719","1","33","","6","36","9","2","20","0","92729","8177.0","22.5","11000","35","104994","21","64","0","3","0","0","0","33","20","5","3","141394","92729","4880","9","3","5","80","0","0","0","12","114","6","171","6","36400","6","13","0","20.0"
"41151356","44027197","7000.0","3900.0","36","7.89","2.15","0.78","219.0","A","A5","0","RENT","20000.0","NOT_VERIFIED","2015-02-13T04:08:08.000-08:00","2015-02-27T04:18:23.000-08:00","2015-02-13T06:00:00.000-08:00","2015-02-13T03:42:26.000-08:00","","NOT_APPROVED","","credit_card","208xx","MD","0","F","Detailer","2015-02-13T06:00:00.000-08:00","0","0","2406","49.9","36.55","0","0.0","2011-11-12T16:00:00.000-08:00","720","724","1","","","3","","28","0","6","0","18450","2781.0","42.8","4800","7","25963","6","","0","0","0","0","0","","6","0","27","32463","18450","3075","3","2","3","100","0","0","0","1","27","3","39","28","6500","3","5","0","33.3"
"41171341","44047061","7000.0","3875.0","36","9.99","3.55","0.85","225.84","B","B3","36","MORTGAGE","35000.0","NOT_VERIFIED","2015-02-13T17:23:09.000-08:00","2015-02-27T17:31:16.000-08:00","2015-02-13T18:00:00.000-08:00","2015-02-13T14:03:04.000-08:00","","NOT_APPROVED","","credit_card","597xx","MT","0","F","Sales","2015-02-13T18:00:00.000-08:00","0","3","389","93.6","23.63","0","0.0","2004-12-12T16:00:00.000-08:00","670","674","0","78","","","78","40","1","8","0","53521","5711.0","93.6","6100","24","51201","8","78","0","0","0","0","0","","8","1","12","184301","176198","25171","5","4","4","95","0","0","0","15","119","4","122","40","6100","4","5","0","100.0"
"40257374","43122099","20950.0","17825.0","36","15.61","7.6","1.05","732.52","D","D1","0","MORTGAGE","42000.0","NOT_VERIFIED","2015-02-14T17:21:04.000-08:00","2015-02-28T17:28:54.000-08:00","2015-02-14T18:00:00.000-08:00","2015-02-14T17:20:54.000-08:00","","NOT_APPROVED","","credit_card","656xx","MO","0","F","Sales","2015-02-14T18:00:00.000-08:00","0","3","465","95.9","16.14","0","0.0","1973-03-14T16:00:00.000-08:00","680","684","0","58","","12","76","7","3","7","0","10835","10835.0","88.1","11300","18","0","14","76","0","1","0","0","0","76","7","2","7","74700","69464","9923","11","5","5","88","0","0","0","1","","5","503","7","12300","5","6","0","100.0"
"41142138","44018002","6000.0","2850.0","36","6.68","1.5","0.78","184.39","A","A3","120","MORTGAGE","60000.0","NOT_VERIFIED","2015-02-13T12:43:35.000-08:00","2015-02-27T12:47:56.000-08:00","2015-02-13T14:00:00.000-08:00","2015-02-13T12:42:22.000-08:00","","NOT_APPROVED","","debt_consolidation","364xx","AL","0","F","correctional officer","2015-02-13T14:00:00.000-08:00","0","1","1459","86.5","13.76","1","0.0","1994-06-12T17:00:00.000-07:00","705","709","2","11","","5","","91","2","6","0","19311","9341.0","61.1","10800","13","26847","8","","0","0","0","0","0","","6","0","15","122147","91753","15292","7","1","1","92","0","0","0","3","52","1","248","40","15300","1","2","0","100.0"
"41050602","43926382","13400.0","10250.0","36","9.17","3.0","0.85","427.18","B","B2","0","RENT","62000.0","NOT_VERIFIED","2015-02-12T11:45:59.000-08:00","2015-02-26T11:53:23.000-08:00","2015-02-12T14:00:00.000-08:00","2015-02-11T08:21:06.000-08:00","2015-02-13T15:57:30.000-08:00","APPROVED","","debt_consolidation","104xx","NY","0","F","Systems Data Coordinator","2015-02-12T14:00:00.000-08:00","0","5","15694","38.5","25.96","0","0.0","2001-05-10T17:00:00.000-07:00","735","739","1","63","","2","","17","1","11","0","44841","10539.0","30.4","25500","31","50027","13","","0","0","0","0","0","","11","1","8","84727","44841","4076","8","3","5","96","0","0","0","17","165","4","127","17","34700","4","8","0","0.0"
"40921432","43797229","9600.0","6450.0","36","7.89","2.15","0.78","300.35","A","A5","60","RENT","42000.0","SOURCE_VERIFIED","2015-02-12T10:06:53.000-08:00","2015-02-26T10:14:36.000-08:00","2015-02-12T14:00:00.000-08:00","2015-02-12T09:45:53.000-08:00","","NOT_APPROVED","","debt_consolidation","795xx","TX","0","F","Teacher","2015-02-12T14:00:00.000-08:00","0","1","544","95.2","22.4","0","0.0","2005-08-11T17:00:00.000-07:00","720","724","0","","","14","","20","0","11","0","31820","10756.0","95.2","11300","13","48386","4","","0","0","0","0","0","","11","0","20","59686","31820","3182","3","3","3","100","0","0","0","9","114","3","102","20","11300","3","4","0","100.0"
